设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
PIKA,task_stir_coffee_4.26_1000,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8233/8233_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8234/8234_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8270/8270_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8281/8281_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8292/8292_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8303/8303_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8314/8314_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8321/8321_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8336/8336_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8347/8347_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8235/8235_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8246/8246_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8257/8257_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8263/8263_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_stir_coffee_4.26_1000/task_grey_cup_left_blue_spoon_right_125/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/8264/8264_cam_high.mp4,
