设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
PIKA,task_coffee_beans_1000_4.26,,,
,task_coffee_beans_1000_4.26/杯子右/蓝色勺子,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5375/5375_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5376/5376_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5412/5412_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5423/5423_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5434/5434_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5445/5445_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5456/5456_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5467/5467_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5478/5478_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5489/5489_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5377/5377_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_coffee_beans_1000_4.26/task_grey_4.26_500/杯子右/蓝色勺子/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/5388/5388_cam_high.mp4,
