设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
PIKA,task_document_bag_4.22_1000,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6382/6382_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6247/6247_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6274/6274_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6405/6405_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6234/6234_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6363/6363_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6290/6290_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6449/6449_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6308/6308_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6471/6471_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6310/6310_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6385/6385_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6335/6335_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6387/6387_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6242/6242_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6267/6267_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6390/6390_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6391/6391_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6342/6342_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6393/6393_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6395/6395_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode21,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6396/6396_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode22,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6397/6397_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode23,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6398/6398_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode24,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6399/6399_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode25,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6400/6400_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode26,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6401/6401_cam_high.mp4,
,,/docker/1.上传数据/data1/pika/task_document_bag_4.22_1000/task_green_document_bag_500/task_left/task_422/episode27,data/manual-upload/RoboBrain_Robotic_pika/videos/train/6402/6402_cam_high.mp4,
