设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）,
pika,task_stack_basket_1000_4.18,,,,
,stack_basket（838）/brown_down,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7233/7233_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7234/7234_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7245/7245_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7247/7247_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7249/7249_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7248/7248_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7250/7250_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7251/7251_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7252/7252_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7253/7253_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7235/7235_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7236/7236_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7237/7237_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7238/7238_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7239/7239_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7240/7240_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7241/7241_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7242/7242_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7243/7243_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7244/7244_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down/episode20,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7246/7246_cam_high.mp4,,
,brown_down1,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7254/7254_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7255/7255_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7347/7347_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7358/7358_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7369/7369_cam_high.mp4,,
,,/docker/1.上传数据/data4/pika/task_stack_basket_1000_4.18/brown_down1/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/7380/7380_cam_high.mp4,,
