设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
PIKA,task_fold_pants_1000_4.30,,,
,left_waist_opening_500/back_250,back,,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1248/1248_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1249/1249_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1360/1360_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1421/1421_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1432/1432_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1443/1443_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1454/1454_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1465/1465_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1476/1476_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1487/1487_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode10,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1250/1250_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode11,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1261/1261_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode12,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1272/1272_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode13,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1283/1283_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode14,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1294/1294_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode15,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1305/1305_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode16,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1316/1316_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode17,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1327/1327_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode18,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1338/1338_cam_high.mp4,
,,/docker/1.上传数据/data4/pika/task_fold_pants_1000_4.30/left_waist_opening_500/back/episode19,data/manual-upload/RoboBrain_Robotic_pika/videos/train/1349/1349_cam_high.mp4,
