设备类别,标注json文件名称,data_path,json_path,转换状态（Y/N）
PIKA,task_pour_cup_water_containing_1000_5.17,,,
,task_left_grey_cup_water_containing_250,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode0,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19236/19236_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode1,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19237/19237_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode2,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19348/19348_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode3,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19409/19409_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode4,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19420/19420_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode5,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19431/19431_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode6,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19442/19442_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode7,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19453/19453_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode8,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19464/19464_cam_high.mp4,
,,/docker/1.上传数据/新加卷Q/5月数据/pika/task_pour_cup_water_containing_1000_5.17/task_left_grey_cup_water_containing_250/episode9,data/manual-upload/RoboBrain_Robotic_pika/videos/train/19475/19475_cam_high.mp4,
